,bookname,name
6207,"[15753, 12597, 12598, 51836, 25948, 21902, 36971, 34017, 13362, 11208, 26628, 35839, 37432, 34489, 15452, 52120, 36585, 52247, 45973, 19289, 18177, 21742, 36487, 15452, 15448, 15449, 15451, 47993]",6207
6208,"[26597, 26599, 48968, 44368, 20407, 41395, 28435, 15365, 10159, 22980, 43157, 43157, 11281, 47679, 41892, 17152, 19655, 33994, 52149, 18002, 19226, 19219, 47679, 43181, 43157, 19318, 46851, 9067, 10022]",6208
6209,"[42087, 42071, 12553, 20794, 28446, 34444, 35352, 35355, 27954, 27951, 10324, 24374, 24373]",6209
6210,"[28466, 23267, 17152, 43147, 43148, 7204, 11358, 40735, 18200, 18205, 18225, 36485, 36556, 36557, 36486, 51538, 51539, 20869, 20861, 42168, 21748, 21747, 20869]",6210
6211,"[27656, 45672, 20796, 19681, 30334, 33985, 33960, 34037, 46055, 37437, 19425, 36667, 21147, 26669, 48386, 48380, 36986, 19221, 43157, 43157, 33996, 33981, 34003, 33938]",6211
6212,"[47020, 5171, 31287, 12496]",6212
6213,"[47641, 7237, 28897, 30566, 30583, 30568]",6213
6214,"[7235, 7237, 34031, 23855, 7932, 49038]",6214
6215,"[7057, 7186, 7135, 7186, 7058, 35874, 45671, 45508]",6215
6216,"[26539, 33992, 34030, 7189, 26559, 49835, 14252, 21039, 31507, 43163, 43026]",6216
6217,"[30716, 19686, 19697, 30840, 48502, 19703, 30687, 7186, 7104, 7216, 35219, 24354, 20982, 19758, 48797, 20973, 30347, 32227, 21020, 26716, 13656, 12781, 7043, 7275]",6217
6218,"[33850, 14570, 14571, 16831]",6218
6219,"[43348, 35071, 8743, 47434, 27739, 37056, 17314, 41871, 36561, 37449, 1265, 37448, 8697, 45672, 20859, 14539, 8922, 28445, 51461, 31027, 22585]",6219
6220,"[40381, 40382, 28157, 28158, 21920, 21921, 13356, 44624, 52261, 43138, 325, 490, 11033, 48379]",6220
6221,"[53290, 41436, 27342, 27343, 28620, 20745, 20886, 44651, 36506, 29010, 28997, 23542, 20801, 20745, 11018, 11010, 49289, 20747]",6221
6222,"[12523, 19693, 36573, 6999, 7243, 36049, 33995, 24355]",6222
6223,"[8497, 20012, 33995, 8060, 41373, 34036, 37929, 37929, 24349]",6223
6224,"[40323, 24418, 24418, 40323, 40323, 16492, 21941]",6224
6225,"[5454, 5228, 7073, 34049, 34040, 48401, 33960]",6225
6226,"[23394, 16971, 24912, 493, 647, 35675, 30226, 12526, 30517, 7919, 12590, 24675, 12460, 15809, 42662, 45230, 27078, 47660, 8274]",6226
6227,"[7250, 7060, 46927, 52705]",6227
6228,"[8026, 26351, 46927]",6228
6229,"[42847, 12555, 42819, 12546, 12558, 44721, 12544, 8308, 12547, 24334, 19692, 30939, 47078, 47078, 7922, 12524, 26573, 27468, 45603, 30334, 22088, 49250, 11934, 51481, 18075, 922, 22338, 45603, 44820, 26565, 26560, 48593, 37096, 49980, 20635, 45603, 14511, 37650, 26649, 24354, 24355, 46903, 10075, 35042, 43157, 11938]",6229
6230,"[7055, 7186, 7278, 5415]",6230
6231,"[18498, 45047, 41727, 42814, 7211, 35692, 17735, 42774, 29022, 3089, 42077, 17444, 34742, 1146, 20951, 34001, 33959, 7250, 41877, 22064, 24466, 46449, 45284, 25676, 40445, 12854, 34052, 32158, 24354, 24355, 34053, 33985, 34022, 33959, 8059, 34001, 45284, 12854, 23346, 3089]",6231
6232,"[15114, 51010, 34301, 44779, 49568, 14502, 31938, 19284, 14369, 15151, 52133]",6232
6233,"[15923, 32283, 16562, 40249, 53092, 12254, 46471, 24382, 18342]",6233
6234,"[32774, 7774, 32757, 5337, 35945, 26778, 52815, 10315, 10321, 22564, 3413, 46729, 3515, 16036, 490, 3534, 43343, 24364]",6234
6235,"[32070, 9908, 9010]",6235
6236,"[45210, 8789, 17913, 38494, 50102, 37125, 28191, 12261, 21485, 49453, 27453, 20813, 45500]",6236
6237,"[43152, 36039, 14449, 11287]",6237
6238,"[52882, 27623, 45315]",6238
6239,"[52371, 30378, 11292, 46171, 49462, 28624, 35913, 36707, 44739, 34755, 40911, 51395, 2755]",6239
6240,"[44723, 49701, 44712, 44742, 30214, 517, 43039, 31727, 31726, 22726, 22704]",6240
6241,"[45818, 30178]",6241
6242,[48884],6242
6243,"[8566, 51939, 7131, 7237]",6243
6244,"[26947, 11314, 8795]",6244
6245,"[39522, 39489, 48458, 12138, 21892, 33839, 43935]",6245
6246,"[5323, 5551, 18860, 5518, 5452, 10862, 51878]",6246
6247,"[36615, 49454, 39423, 34031, 17223, 17224]",6247
6248,"[34299, 16560, 31945, 35838, 32014, 37608]",6248
6249,"[8833, 48388]",6249
6250,"[23484, 26662, 11476, 23245, 11939, 22366, 28531, 9382, 21289, 47991, 21649, 47993, 50978, 50350, 44322, 8445, 48592, 24721, 18221, 30294, 15444, 30245, 34058, 49599, 39418, 24355, 8059]",6250
6251,[24353],6251
6252,"[7277, 35985, 46260, 46261, 14602, 46257, 44651]",6252
6253,"[19701, 12503, 39437, 25677, 25675, 43950]",6253
6254,"[42068, 1319, 40493]",6254
6255,"[42557, 10413, 23422]",6255
6256,"[30559, 32278, 30581, 47717, 27270, 24687, 28237, 7817, 8487, 20747, 33938, 34031, 34045, 28444, 28446, 31032, 32041, 1152, 51841, 48380, 24381]",6256
6257,"[39520, 31698, 41908, 41218, 46580, 23488, 38368]",6257
6258,"[24361, 24335, 40471, 8525]",6258
6259,[22992],6259
6260,"[39203, 33978, 7817, 33985, 34054, 32322, 30559, 43949, 44284, 11045, 37926, 48157, 36394, 50844]",6260
6261,"[22989, 22989, 24335, 52220, 36394, 12604, 8170, 26947, 52120, 21902, 41620, 7973, 15293, 12496, 8732, 18028, 16051]",6261
6262,[34083],6262
6263,"[29347, 15502]",6263
6264,"[43296, 52952, 48213, 27080, 49200, 11171, 48283, 33978, 44874, 48831, 9302, 45112, 51859]",6264
6265,"[46209, 46208, 52060, 12127, 28014, 48894, 42730, 40964, 42731, 29969, 15324]",6265
6266,[33962],6266
6267,"[1234, 1233, 36765]",6267
6268,"[7055, 39419, 39454, 14703, 17124, 10978, 24260, 39452, 7237, 7231, 10658, 39452, 39460, 39454, 39444, 29942, 17075, 18876, 4819, 4623, 35782, 23062, 27774, 42273, 20246]",6268
6269,"[8336, 19419, 9036, 8438, 8438, 20261, 26021, 21734, 42168, 42167, 42163]",6269
6270,"[10012, 10012, 9726, 23426, 10012, 16667, 299, 17661, 41938, 21790, 27863, 48114]",6270
6271,"[18011, 35476, 20244]",6271
6272,"[49548, 18668, 34031, 34010, 14404, 35062, 34021, 34052, 34010]",6272
6273,"[18199, 13028, 30756, 18198]",6273
6274,"[19072, 51048, 22493]",6274
6275,"[42698, 52118, 52118, 38156, 14869, 44876, 40356, 18095, 37162, 52133, 9475, 33440, 24439, 33705, 17655, 15742]",6275
6276,"[31945, 27060, 9182, 51584, 10099]",6276
6277,"[11915, 16497, 11453, 10327]",6277
6278,"[12948, 48276, 32329, 27523, 35933, 16787, 35811, 50162, 49722, 36985, 11651, 33994, 20647, 20393, 45066, 51000, 45677, 20798]",6278
6279,"[34031, 8364, 35791]",6279
6280,"[47911, 24817, 20321, 9663, 18644, 20817, 41921, 24795, 3877, 21199, 20323, 20320, 9262, 7593, 8934, 33762, 40802, 32171, 38195, 50530, 50659]",6280
6281,"[9229, 10323]",6281
6282,"[45676, 20788]",6282
6283,[14942],6283
6284,"[28436, 18678, 15447]",6284
6285,"[6410, 11357, 11360, 47427]",6285
6286,"[18529, 51157, 50512]",6286
6287,"[11360, 11357, 47427]",6287
6288,"[30269, 831, 36454, 33960, 21164, 33987]",6288
6289,"[13567, 40709, 17850, 48872, 20873, 1306, 20789, 13759, 31032, 11389, 11388, 11390, 20269, 20270, 52882, 20859, 16831, 7902, 8084, 48443]",6289
6290,"[26546, 30236, 45983, 32155, 51484, 34993, 12837, 36255, 17332, 13650, 35802, 8273, 32556, 32557, 28850, 21028, 14902, 15000, 30939, 50802, 22171, 20880, 1202, 16241, 625, 48485]",6290
6291,"[20849, 32562]",6291
6292,"[23335, 1258]",6292
6293,"[11360, 14022, 14036]",6293
6294,"[33982, 48278]",6294
6295,"[2995, 2962, 14104]",6295
6296,[32449],6296
6297,"[8665, 42738, 52458, 34064, 34023, 42894]",6297
6298,[5269],6298
6299,"[28821, 34555, 21182, 30897]",6299
6300,"[49528, 32329]",6300
6301,"[14075, 14113, 2962, 45986, 45562, 208]",6301
6302,"[33960, 208, 45803, 73]",6302
6303,"[31969, 16457]",6303
6304,"[13438, 21639, 8924, 11010, 22196, 40308, 51404, 22199, 27154, 20082, 33707, 44120, 38613, 45644, 34031, 33982, 36171, 51162, 15463]",6304
6305,"[34174, 39603, 39592, 39592, 21245, 45863, 30883, 39261, 40150, 40020]",6305
6306,"[14270, 8075, 26321, 414, 51406]",6306
6307,"[15465, 51158, 14951, 51216, 51215, 33745, 27289, 51182, 33700, 33696, 6964, 18880]",6307
6308,"[15479, 3759, 873, 3757, 2345]",6308
6309,"[47976, 47976, 47976, 22573, 33995, 34203, 39592, 39608, 35007, 37191, 37192, 37198, 37195]",6309
6310,"[50440, 50400]",6310
6311,"[18817, 49532, 50932, 51178]",6311
6312,"[29294, 3787, 47644, 33977, 33955, 49602, 1879, 2779, 5572, 27929, 42237, 46968]",6312
6313,"[45926, 26027, 48801, 8844]",6313
6314,"[40636, 19390, 3878, 1140, 21842, 17858, 44140]",6314
6315,"[23194, 31605, 3759, 11163, 3759]",6315
6316,"[37597, 1140, 15460, 53094, 9794, 15461, 37595, 32245, 51159]",6316
6317,"[23292, 34493, 48481]",6317
6318,"[49708, 49708]",6318
6319,"[28474, 28475, 37104, 26092, 16094, 11281, 34381, 16904, 26480, 50799, 37756]",6319
6320,"[51054, 5403, 32044, 11580, 839, 16011, 52921, 21538, 47083]",6320
6321,"[44255, 22252, 24849, 11809, 27465, 43569, 43573, 28823, 27616, 23468, 5643, 24560, 27488, 44049, 22273, 22344, 35963, 43151, 43151, 17714, 15434, 19912, 8345, 20743, 43934, 5702, 41234, 23262, 51492, 3219, 27905, 34583, 24444, 35762, 22546, 831, 32044, 9907, 15335, 35761, 19475, 18165, 35760, 34905, 15488, 35762, 45960, 45968]",6321
6322,"[16036, 17156, 83, 3256, 49442, 49443]",6322
6323,[28361],6323
6324,[5987],6324
6325,"[11619, 11965, 37218, 20658, 11412, 41003, 12547, 15289, 30435, 3295, 34031]",6325
6326,"[39840, 33991, 34041, 37046, 11644, 32160, 50057, 41082]",6326
6327,"[30209, 30119, 21885, 5352, 44162, 44691]",6327
6328,"[30716, 38092, 38105, 8821, 11632, 30716, 12547, 19689, 34031]",6328
6329,"[34443, 36514]",6329
6330,"[39146, 36163, 40462, 40463, 40463, 40462, 19899, 8331, 33985, 53155, 37069, 8375, 48336, 39890, 34036, 33960, 50836, 50835, 37620, 30024, 42568, 28998, 30838]",6330
6331,"[23025, 23027, 23026]",6331
6332,"[38105, 37227, 30716, 36730, 21140, 30840, 19697, 19697, 30840, 19698, 30716]",6332
6333,"[7567, 28632, 21950, 48623, 31281, 28302, 43789, 30716, 37217, 19698, 37219, 37218, 16506, 38105, 37227, 43617, 43857, 33955, 11053, 45647, 46003, 46002, 45635, 20927, 10392, 35832, 28460]",6333
6334,"[39146, 39155, 39156, 39137, 34023, 26556, 33992, 49445, 31169, 34008, 43848, 3308, 10624, 33994]",6334
6335,"[32153, 20932, 12539, 12553]",6335
6336,"[31897, 42081, 16443, 49882, 37218, 37227, 20781, 20860, 25209, 33922, 23583, 23589, 37948, 33923, 25500]",6336
6337,[32153],6337
6338,"[45929, 1543]",6338
6339,[1543],6339
6340,"[5491, 10650, 44717, 19761, 28389, 30551, 30588, 49304, 14791, 42594, 12553, 25887, 3257, 3737, 8118, 3705]",6340
6341,"[27660, 44154, 27787, 41297, 8773, 48180, 14050, 32146, 32147, 32146, 14162, 52885, 21896, 33442, 40544, 10374, 50484, 16444, 9034, 16438, 3262, 5341, 3262]",6341
6342,"[20671, 3950, 5409, 52384, 8349, 35802, 8139, 52129, 50349, 31975, 16612, 29022, 43110, 28447, 9425, 45633, 30588, 3220, 45640, 45641, 45642, 45643, 52773, 30766, 19694, 42136, 10833, 11009]",6342
6343,"[17804, 44690, 40385, 18954, 15900, 13141, 23777, 23778, 3312, 19694, 19694]",6343
6344,"[24675, 19694, 21837]",6344
6345,"[42458, 45272, 3276]",6345
6346,"[52964, 9594, 23209, 17493, 11166, 17400]",6346
6347,"[37781, 22234, 1849, 1614, 5547, 1604, 1603, 32569, 26460, 21783, 14879, 6238, 1636, 47805, 31065, 1614, 43868, 45092, 6238, 26459]",6347
6348,"[17546, 7567, 39158, 39170, 43797, 39155, 36161, 40373, 40179, 22158, 51015, 37450, 16084, 44709, 47865, 44730]",6348
6349,"[14314, 31726, 38096]",6349
6350,"[43111, 36262, 39153, 352, 17805, 34520, 35983, 47897, 46239, 28905, 47871, 47872, 47873, 47870, 47869, 18778, 36676, 50098, 511, 509, 46618, 31928, 35539, 43982, 21616, 34031, 33977, 33951, 42137, 50437, 12736, 18960, 48451, 1381, 48476, 10163]",6350
6351,"[24386, 7568, 16435, 37090, 37056, 43704, 36971, 24374, 50057, 36709, 47897, 35858, 37450, 35839]",6351
6352,"[24355, 12054, 36709, 30944, 40799, 28105, 29024, 44740, 44742, 28107, 8429, 44709, 44740, 7773, 33994, 32035, 44709, 52127, 20904, 30941, 36705, 15998, 15196, 50233, 49487, 49487, 34295, 50962]",6352
6353,"[49529, 39162, 39154, 39183, 36034, 22406, 43147, 27547, 28034, 9983, 204, 27566, 53215]",6353
6354,"[43050, 8623, 2594, 39154, 49460, 26100, 31037, 11103, 43050, 36709, 512, 51338, 42672, 12855, 20610, 38758, 46326, 31570, 20288, 36922, 52882, 31385, 48713]",6354
6355,"[42087, 11585, 17735, 51020, 27543, 42072, 43577, 37837, 21982, 38266, 18267, 38668, 19325, 41156, 32623, 49252, 18193, 51993, 36709, 38097]",6355
6356,"[16799, 34919, 45093, 45094, 28984, 8123, 36262, 7959, 17984, 49818, 27625, 12998, 50387, 34488, 27566, 52877, 13652, 9364, 34429, 43484, 28304, 40544, 52886]",6356
6357,"[28473, 14701, 13549, 42176, 13009]",6357
6358,"[51537, 39154, 19914, 11962, 39165, 39185, 36759, 11598, 21543, 35484, 49460, 34532, 27346, 26441, 50355, 27462, 35772, 25671, 50353, 26503, 43281, 12862, 8064, 35840, 12208, 10264, 30638, 52883]",6358
6359,"[35761, 9319, 9908, 48783, 9701, 48427, 28565, 14962, 8709, 10076, 46012, 27382]",6359
6360,"[24638, 50188, 21349, 26073, 13754, 8459, 48786, 5182, 28847, 48837, 38774, 9039, 50058, 10316, 21467, 12208, 8377, 18840, 795, 28313]",6360
6361,"[9441, 11045, 25697, 37222, 13519, 38102, 549, 34072, 42176, 36553, 30522, 20929, 35465, 19738]",6361
6362,"[34020, 20861, 20742, 32151, 8332, 14738]",6362
6363,"[1607, 9060, 24838, 15462, 52569, 52647, 29541, 34002, 34472, 8579, 1680, 34520, 20741, 29519, 29518]",6363
6364,"[14067, 14173, 14187, 14067, 34038, 22804, 47548, 2963, 2966, 47507, 36131, 38085, 36100, 6999, 6251, 24117, 29459, 29459]",6364
6365,"[13295, 19244, 26647, 25688]",6365
6366,"[3284, 14123, 14044, 47422, 11361, 34051, 34017, 21156, 29471, 29522, 10788, 3306]",6366
6367,"[11205, 8671, 44876, 15900, 20918, 28020, 14995, 20954, 22210, 22222, 22237]",6367
6368,"[17492, 42082, 42072, 45779, 21193, 45391, 21218, 12547, 12577, 12576, 15282, 21836, 33995]",6368
6369,"[40325, 44261, 21504, 44266, 49595, 48625, 13287]",6369
6370,"[36210, 48829, 43965, 35085, 22440, 14162, 33729, 3879, 33937, 49148, 6213, 33965, 13141, 53019, 2423, 34023, 29541, 29466, 29481, 29465, 24117, 45974, 11812, 50934]",6370
6371,"[14210, 14162, 5441, 14171, 23359, 17693, 30026, 47157, 42568, 292, 34071, 5341, 29983, 7168]",6371
6372,"[42087, 42084, 42488, 4031, 2568, 3395, 14183, 13966, 27210, 17693, 20795, 42488, 3392, 458, 42489, 30039, 25783, 37459, 31928, 43685, 53058, 42488, 33466, 40438, 17402, 52046, 42959, 13511, 47060, 34031, 6248, 6239, 36700, 52828, 34503, 17962, 35084, 8599, 10232, 30059, 29988, 47516, 14554, 47504, 6248, 20808, 36168, 32144, 37828, 7168, 1759, 29442, 7168]",6372
6373,"[18857, 14070, 3259, 43833, 14171, 1607, 21171, 45675, 44997, 27061, 34964, 34974, 33949, 44398, 2910, 7168, 6245]",6373
6374,"[18733, 22808, 32504, 2549, 7364, 26546, 11424, 45894, 45651, 45918, 45652, 45723, 50144, 40983, 28108, 15147, 17077, 18025, 33620, 40507, 15096, 11052, 10869, 3603]",6374
6375,"[21171, 3244, 3265, 1612, 1640, 1610]",6375
6376,"[12918, 12998, 13015, 26749, 18490, 27044, 20747, 37893]",6376
6377,"[1653, 1713, 1627, 7266, 11922, 8902]",6377
6378,"[14036, 4234, 42069, 4283, 42067, 52419, 32133, 52264, 12547, 12576, 12577, 15282, 29490, 36982, 29464, 29490, 47535, 47546, 29522, 43680, 43699, 44187, 45974, 14196]",6378
6379,"[36163, 43575, 38707, 42199, 39154, 2594, 25941, 31315, 18529, 11230, 14599, 24117, 24114, 24114, 13509, 41804, 29519, 29521, 1635, 47523, 25952, 44760, 13551, 31315, 2404, 2428, 33987, 33992, 29501, 29471, 24113, 2400, 1567, 1588, 17089]",6379
6380,"[42084, 8382, 48506, 41758, 42062, 34020, 32153, 21171, 49491, 7171, 7171, 7171, 7171]",6380
6381,"[43214, 12462, 46652, 14392]",6381
6382,"[28460, 45425, 45647, 44997, 17930, 17912, 44997, 36210, 33645, 1648]",6382
6383,"[579, 20754, 44104, 26551, 51261, 41234, 44104]",6383
6384,"[3032, 47377, 22493, 45885, 29602, 27640, 16998, 41457, 1666, 29584, 29658, 734, 2568, 2458, 45685, 17797, 41461, 41457, 4320, 4330, 2418, 45083, 2372, 19316, 41777, 1666, 32098, 15506, 1600, 14926, 7154, 7169, 15858, 48878, 9858, 9858, 23276]",6384
6385,"[15602, 15636, 19231, 35763, 15858, 51668, 12548]",6385
6386,"[4268, 4344, 4338, 31498, 34994, 45949, 20937, 40150]",6386
6387,"[20798, 28444]",6387
6388,"[7187, 11360, 49149, 21479, 31170, 11357, 27466, 14173, 11075, 18366, 12154, 8104, 31959, 38494, 36200, 19916, 936, 44306, 27707, 23001, 35852, 42189, 46429, 28475, 27652, 820, 29541, 33982, 8737, 29459]",6388
6389,"[33642, 22351]",6389
6390,"[37066, 779, 17468, 31520, 36722, 1666, 1670, 3833, 43680, 43685, 30435, 4599, 4566]",6390
6391,"[45906, 23478, 48058, 8881, 50909, 31309, 1354, 30524, 48195, 11575, 17858, 38591, 9320, 28227, 774, 19783, 1143]",6391
6392,"[3229, 1639, 1606, 13822, 35852, 20785, 20747, 20877, 3308, 49344, 29466, 29465, 7066, 7064, 7285]",6392
6393,"[36022, 23278, 19782, 17920, 41662, 16652, 10260, 37581, 51567, 36550, 36543, 22997, 9148, 16682, 2428, 34039, 33981]",6393
6394,"[1562, 1622]",6394
6395,"[11319, 34417, 9519, 49937, 18071]",6395
6396,"[4164, 23563, 19547, 2962, 7696, 7686, 3831, 2408, 1561, 2434, 2417, 47537, 28749, 6253, 14217, 42282, 1575, 2437, 2413, 6249, 1728, 2790, 1576, 7307, 3824, 1401, 2426]",6396
6397,"[47523, 6229, 6252]",6397
6398,"[1720, 1626]",6398
6399,"[7277, 39874, 41877, 18603, 27598, 35604, 7605, 3261, 1585, 43843, 1658, 1691, 1710, 30703, 30465, 2790, 1660, 19547, 1401, 1622]",6399
6400,"[14210, 3305, 39946, 35092, 7218, 11360, 7255, 7201, 5393, 29965, 5544, 5412, 46701, 51672, 14469, 47429, 14171, 15306, 42267, 7168, 7083, 42061, 16794, 51670, 51681]",6400
6401,"[564, 38380, 52148, 6239, 50166, 17390, 22982, 560, 34072, 1561, 17390, 557, 20422]",6401
6402,"[17693, 16803, 13626, 35674, 32635, 18605, 21872, 48401, 52259, 18605, 41234]",6402
6403,"[20815, 20798, 21396]",6403
6404,"[45709, 46554, 43796, 43797, 43787, 43796, 47582, 43787]",6404
6405,[20909],6405
6406,"[46169, 36378, 38618, 46554, 34791]",6406
6407,"[137, 20795, 8487, 2751]",6407
6408,"[20824, 20857, 48386, 8058, 323, 11006]",6408
6409,"[43176, 43177, 48379, 48379, 22691, 52264, 48379, 48392]",6409
6410,"[36707, 13596, 44711, 36706, 8058, 8059, 11028]",6410
6411,"[3774, 398, 15302, 8058, 48379]",6411
6412,"[47897, 30332, 19765, 9406]",6412
6413,"[23447, 32038, 45377, 22300, 490, 46551, 45355, 30606, 74]",6413
6414,"[30222, 30337, 34031, 33976]",6414
6415,"[19072, 18098, 33264, 18406, 11428, 52239, 48515, 31928, 300]",6415
6416,"[11308, 11310, 31307, 28357, 46314]",6416
6417,"[16692, 40926, 506, 11006, 421, 660, 33960, 44393, 48275, 398, 495, 34536, 45627]",6417
6418,"[26442, 17698]",6418
6419,"[41851, 11026, 50885, 48488, 19569, 494]",6419
6420,"[34490, 493, 11020, 49639, 13556, 27061, 27061, 19291, 36370, 24913, 11020, 494, 11020]",6420
6421,"[23528, 52116, 52115, 40981, 493, 11020, 50802, 42635, 19425, 12576, 11020, 494, 494]",6421
6422,"[16723, 16722, 35515, 16437, 12579]",6422
6423,"[23251, 49578, 43207, 48519, 52155, 38549]",6423
6424,"[19425, 13859, 13859, 11026, 27672, 20012, 52261, 50895, 27062, 27066, 27063, 9007, 27067, 27068, 11639, 19098, 26988, 50594, 19331, 14465, 17099, 11001, 40634, 47236, 27677, 22426, 22426]",6424
6425,"[9002, 41702, 48195, 38519]",6425
6426,"[7235, 35087, 14136]",6426
6427,"[43161, 43182, 43202, 51949, 35839, 23485, 43079, 43083]",6427
6428,"[5249, 7771, 17647, 26574, 36508, 12781]",6428
6429,"[667, 13879, 44389, 44410, 13893, 44391, 659, 44363]",6429
6430,"[46334, 17146, 44570, 37100, 13578, 37541, 24284, 24284, 48388, 48379, 24284, 15138]",6430
6431,"[51263, 11645, 11919]",6431
6432,"[18530, 33834, 31566]",6432
6433,"[38739, 494, 14327, 14326, 30704, 48379, 34776, 11033, 48400, 35730, 35730, 488, 43209, 384]",6433
6434,"[49661, 51361, 18346, 5656, 5187, 31979, 7797, 45648, 45635, 45637]",6434
6435,"[26421, 8349, 23611, 36493]",6435
6436,"[22158, 14937, 48658, 37563, 13336]",6436
6437,"[43157, 20393, 30146, 17850, 35178, 53022, 53014]",6437
6438,"[40399, 24296, 40400, 18077, 11022, 43157, 48379, 20707, 403, 493, 34085, 20707, 8083, 52175, 11187, 53114, 33492, 25941, 17753, 18561, 17605, 39869, 13968, 43926]",6438
6439,"[12447, 43198, 26634, 33968, 48379, 15299, 53115, 37638, 17942, 38691, 28249, 13442]",6439
6440,"[43924, 20758, 43157]",6440
6441,"[41524, 48454, 12514, 40718, 36513, 52890, 12500, 12498, 12499, 1273, 20219, 41416, 28002, 45862, 20851, 12495, 12502, 398, 485, 48379, 48380, 493, 24296, 12498, 30704, 53238, 28467, 18289, 31658, 44132, 17739, 50439, 26094, 38449, 8851, 48471, 52261, 404, 34057, 12487, 8075, 34012, 34030, 43161, 48485, 48485, 50399, 48557, 24296, 14416, 9413, 51980]",6441
6442,"[45324, 52336, 31987, 31986, 31982, 32150, 18295, 18295, 18295, 35763, 35763, 45211, 24296, 26462, 26464, 48379, 488, 19252, 19250, 33982, 35178, 11002, 12487, 12487, 8075, 8531, 53014, 24243, 48427, 46349, 45470, 11830, 12487, 52495, 20023]",6442
6443,"[14474, 40892, 15169, 48332, 33270, 47159, 493, 48397, 24913, 48384, 50233, 26827, 48353, 41709, 34006, 50691, 43449, 490, 14981, 14487, 3510, 35878, 44120, 49626, 33993, 48395, 48332]",6443
6444,[33968],6444
6445,"[3465, 3504, 30424, 48379, 385, 484, 20732, 3551, 11012, 12581, 35784, 491, 19072, 27061, 27062, 26752, 43209]",6445
6446,"[34020, 494, 485, 52932, 52933, 32130, 34042, 494, 28041]",6446
6447,"[14139, 13755, 29942, 14221, 15033]",6447
6448,"[753, 741, 743, 483, 10998, 43209, 11002, 48648, 49974, 48480, 11017, 48379, 48389, 43209, 21258, 48379, 48379, 41144, 41144, 20018, 20018, 26317]",6448
6449,"[3787, 51270, 28518, 7217, 16963, 24257]",6449
6450,"[37538, 8496, 8187, 22281, 51688, 13390, 11731, 32152, 33985, 33564, 32554, 467, 49039, 50189, 13755, 49039, 10938, 36500, 20614, 32152, 41892, 13143, 49682, 28166, 41892, 10062, 11693, 11314]",6450
6451,"[27079, 46658, 45902, 19289, 43489, 21908, 27020, 46607]",6451
6452,"[11760, 12279, 32152, 31651, 16665, 19033]",6452
6453,"[20860, 18223, 18216, 43041, 8727, 11752]",6453
6454,"[42826, 20872, 47923, 36168, 20872, 36255, 20872, 14392, 42257, 11694, 11696, 15708]",6454
6455,"[20063, 46115, 21082, 19758, 46128, 12257, 17972, 33286, 22116]",6455
6456,"[8539, 8540, 46616]",6456
6457,"[25623, 23159, 16874, 8363, 34427, 36200, 17918, 36493, 44334, 15002, 37426, 40471, 17951, 12281, 23645, 46557, 36734, 45664, 43367, 22281, 35468, 16853, 16096, 43057, 30553, 25778, 25811, 53050, 15366, 49727, 11651, 28425, 17411, 20817, 27895, 36174, 45869]",6457
6458,"[15728, 17090, 11747, 16515, 19912, 30997, 6471, 40678, 46438, 46440, 46437]",6458
6459,"[38704, 51790, 16560, 21463, 11651, 41703, 28812, 52930, 48963, 19235, 31184, 21978, 33870, 21020, 14709, 28621, 8212]",6459
6460,"[37465, 11654, 14510, 35613, 44059, 32152, 31983, 15971, 46130, 30388, 30407, 20614, 20615, 45848, 36977, 16391, 24683, 41904, 24682, 49904, 13094, 46440, 45133, 10803, 11722, 17440]",6460
6461,"[35721, 6189, 27671]",6461
6462,"[6186, 29703, 48580, 10140, 24119, 48517, 50139, 31912, 47137, 38680]",6462
6463,"[49305, 14682, 15730, 34319, 46127, 51415, 51324, 35056, 45647, 9440, 49915, 21648, 11045, 15955]",6463
6464,"[35049, 20056, 20056, 40327, 40328, 27951]",6464
6465,"[36200, 20252, 36487, 11962, 43481, 43482, 11075, 12416, 38494, 42458, 43360]",6465
6466,"[23256, 40328, 24922, 6190, 6189, 1274, 40499, 40498, 36556, 36557, 23485, 19200]",6466
6467,"[33962, 18201, 15450, 18215, 18205, 11753, 11900, 15450, 6996, 18237, 30236, 33784, 7770, 3558]",6467
6468,"[49225, 10812, 8599, 3648, 575, 8521, 33589, 17348, 12958, 28677, 33491, 42740, 49833, 11395, 7469, 33850, 36362, 21763]",6468
6469,"[38349, 25762, 20346, 17387, 17385, 52983, 52983, 15644, 34332, 45216, 50846, 38529, 46399, 23505, 44589, 47974, 47975]",6469
6470,"[20846, 15448, 15451, 26556, 23491, 6190, 6189, 6190, 51533, 11384, 11385, 27532, 6190, 10176, 46556]",6470
6471,"[8924, 49890, 9089, 21639, 34529, 46066, 11204, 36488, 45339, 37040, 16857, 46548, 27530, 27346, 24638, 43000, 53036]",6471
6472,"[30739, 34031, 24119, 13003, 18205, 18215, 15450, 15445, 24119, 30739, 34020, 25713, 33445, 22298, 11736, 4948, 24119, 8943, 41381, 22240, 687, 2325]",6472
6473,"[20859, 11733, 30708, 18446, 20258, 20256, 20257, 12003, 51680, 8943, 34604, 27670, 20792, 7767, 18443, 46512, 18448, 28978]",6473
6474,"[22989, 22989, 21629, 41809, 37958, 24437, 44681]",6474
6475,[31733],6475
6476,[21399],6476
6477,"[41145, 41145, 25978, 10055, 42136, 42138]",6477
